央视频道,#genre#
                                                                           移动咪咕直播-39,http://gslbserv.itv.cmvideo.cn:80/3000000010000017997/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000017997&livemode=1&stbId=3
                                                                           移动咪咕直播-40,http://gslbserv.itv.cmvideo.cn:80/3000000010000019380/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019380&livemode=1&stbId=3
                                                                           移动咪咕直播-41,http://gslbserv.itv.cmvideo.cn:80/3000000010000019839/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=3
                                                                           移动咪咕直播-42,http://gslbserv.itv.cmvideo.cn:80/3000000010000020168/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000020168&livemode=1&stbId=3
                                                                           移动咪咕直播-43,http://gslbserv.itv.cmvideo.cn:80/3000000010000021904/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=3
                                                                           移动咪咕直播-44,http://gslbserv.itv.cmvideo.cn:80/3000000010000023434/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=3
                                                                           移动咪咕直播-45,http://gslbserv.itv.cmvideo.cn:80/3000000010000024205/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000024205&livemode=1&stbId=3
                                                                           移动咪咕直播-46,http://gslbserv.itv.cmvideo.cn:80/3000000010000024691/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000024691&livemode=1&stbId=3
                                                                           移动咪咕直播-47,http://gslbserv.itv.cmvideo.cn:80/3000000010000025380/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=3
                                                                           移动咪咕直播-49,http://gslbserv.itv.cmvideo.cn:80/3000000010000027318/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027318&livemode=1&stbId=3
                                                                           移动咪咕直播-51,http://gslbserv.itv.cmvideo.cn:80/3000000010000027691/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=3
                                                                           移动咪咕直播-52,http://gslbserv.itv.cmvideo.cn:80/3000000010000031669/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=3
                                                                           移动咪咕直播-53,http://gslbserv.itv.cmvideo.cn:80/3000000010000032106/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000032106&livemode=1&stbId=3

                                                                           NEWTV频道,#genre#
                                                                           NEWTV精品大剧,http://223.110.254.137:6610/cntv/live1/jdaju/jdaju
                                                                           NEWTV爱情喜剧,http://ott.mobaibox.com/PLTV/3/224/3221227548/index.m3u8
                                                                           NEWTV健康有约,http://223.110.254.137:6610/cntv/live1/ljiankangyouyue/ljiankangyouyue
                                                                           NEWTV动作电影,http://223.110.254.137:6610/cntv/live1/dongzuody/dongzuody
                                                                           NEWTV惊悚悬疑,http://223.110.254.137:6610/cntv/live1/jingsongxy/jingsongxy
                                                                           NEWTV家庭剧场,http://223.110.254.137:6610/cntv/live1/jiatingjc/jiatingjc
                                                                           NEWTV金牌综艺,http://223.110.254.137:6610/cntv/live1/saishijx/saishijx
                                                                           NEWTV精品纪录,http://223.110.254.137:6610/cntv/live1/jingpinjl/jingpinjl
                                                                           NEWTV搏击,http://223.110.254.137:6610/cntv/live1/SD-1500k-576P-bokesen/SD-1500k-576P-bokesen
                                                                           NEWTV中国功夫,http://223.110.254.137:6610/cntv/live1/SD-1500k-576P-gzkongfu/SD-1500k-576P-gzkongfu
                                                                           NEWTV农业致富,http://223.110.254.137:6610/cntv/live1/nongyezf/nongyezf
                                                                           NEWTV潮妈辣婆,http://223.110.254.137:6610/cntv/live1/HD-1500k-720P-cmlapo/HD-1500k-720P-cmlapo
                                                                           NEWTV精品体育,http://223.110.254.137:6610/cntv/live1/jtiyu/jtiyu
                                                                           NEWTV军事评论,http://223.110.254.137:6610/cntv/live1/junshipl/junshipl
                                                                           NEWTV军旅剧场,http://223.110.254.137:6610/cntv/live1/junlvjc/junlvjc
                                                                           NEWTV古装剧场,http://223.110.254.137:6610/cntv/live1/guzhuangjc/guzhuangjc
                                                                           黑莓频道,#genre#
                                                                           黑莓动画,http://223.110.254.137:6610/cntv/live1/donghuawg/donghuawg
                                                                           黑莓电影,http://223.110.254.137:6610/cntv/live1/jdianying/jdianying
                                                                           黑莓电竞,http://223.110.254.137:6610/cntv/live1/wmyx/wmyx
                                                                           明星大片,http://223.110.254.137:6610/cntv/live1/mingxingdp/mingxingdp
                                                                           海外剧场,http://223.110.254.137:6610/cntv/live1/xiqumd/xiqumd
                                                                           教育频道,#genre#
                                                                           中国教育1台,http://223.110.241.139:6610/gitv/live1/G_CETV-1/G_CETV-1/
                                                                           中国教育2台,http://223.110.241.139:6610/gitv/live1/G_CETV-2/G_CETV-2/
                                                                           中国教育3台,http://223.110.241.139:6610/gitv/live1/G_CETV-3/G_CETV-3/
                                                                           中国教育4台,http://223.110.241.139:6610/gitv/live1/G_CETV-4/G_CETV-4/
                                                                           数字频道,#genre#
                                                                           山东齐鲁,http://223.105.252.60/PLTV/4/224/3221228706/index.m3u8

                                                                           山东教育,http://223.110.241.139:6610/gitv/live1/G_SDETV/G_SDETV/
                                                                           国学频道,http://223.110.241.139:6610/gitv/live1/G_GUOXUE/G_GUOXUE/
